Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S000235;01/01/2021;23:05;AVDA. RAFAELA YBARRA / CALL. MARCELO USERA;-;USERA;Alcance;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000235;01/01/2021;23:05;AVDA. RAFAELA YBARRA / CALL. MARCELO USERA;-;USERA;Alcance;Se desconoce;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000021;01/01/2021;22:57;CALL. BEMBIBRE / CALL. BACARES;-;HORTALEZA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000021;01/01/2021;22:57;CALL. BEMBIBRE / CALL. BACARES;-;HORTALEZA;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;14
2021S000021;01/01/2021;22:57;CALL. BEMBIBRE / CALL. BACARES;-;HORTALEZA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000021;01/01/2021;22:57;CALL. BEMBIBRE / CALL. BACARES;-;HORTALEZA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000116;01/01/2021;22:40;CALL. RAMON ARECES / AUTOV. M-30;-;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000022;01/01/2021;22:30;AVDA. ALBUFERA / CALL. LOPEZ GRASS;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S000022;01/01/2021;22:30;AVDA. ALBUFERA / CALL. LOPEZ GRASS;-;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S000052;01/01/2021;22:00;CALL. SAN GUMERSINDO / CALL. BENIDORM;-;CIUDAD LINEAL;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2021S000052;01/01/2021;22:00;CALL. SAN GUMERSINDO / CALL. BENIDORM;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S000163;01/01/2021;18:50;CALL. MENDEZ ALVARO;83;ARGANZUELA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2021S000163;01/01/2021;18:50;CALL. MENDEZ ALVARO;83;ARGANZUELA;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;14
2021S000037;01/01/2021;14:36;CALL. CAPITAN BLANCO ARGIBAY;210;TETUÁN;Colisión lateral;;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000037;01/01/2021;14:36;CALL. CAPITAN BLANCO ARGIBAY;210;TETUÁN;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S000133;01/01/2021;13:30;AVDA. MONFORTE DE LEMOS;189;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Ciclomotor;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S000133;01/01/2021;13:30;AVDA. MONFORTE DE LEMOS;189;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000018;01/01/2021;12:30;CALL. COBALTO / CALL. SARGENTO BARRIGA;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S000409;01/01/2021;11:50;AVDA. PUERTA DE HIERRO;5;MONCLOA-ARAVACA;Atropello a animal;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S000047;01/01/2021;11:38;CALL. JOSE BERGAMIN / CALL. FLORENCIO CANO CRISTOBAL;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;14
2021S000017;01/01/2021;11:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S000016;01/01/2021;9:25;CALL. PUERTO DE SANTA MARIA;12;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S000014;01/01/2021;9:00;CALL. MARQUES DE JURA REAL;2;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000014;01/01/2021;9:00;CALL. MARQUES DE JURA REAL;2;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000010;01/01/2021;8:20;CALL. SOR ANGELA DE LA CRUZ / CALL. ORENSE;-;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000011;01/01/2021;8:05;CALL. VIA CARPETANA / AVDA. NUESTRA SEÑORA DE VALVANERA;-;CARABANCHEL;Alcance;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S000011;01/01/2021;8:05;CALL. VIA CARPETANA / AVDA. NUESTRA SEÑORA DE VALVANERA;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S000015;01/01/2021;6:30;AVDA. LOGROÑO / GENERAL;-;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S000015;01/01/2021;6:30;AVDA. LOGROÑO / GENERAL;-;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2020S019534;01/01/2021;4:30;AVDA. PABLO NERUDA / CALL. LEONESES;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S019534;01/01/2021;4:30;AVDA. PABLO NERUDA / CALL. LEONESES;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2020S019534;01/01/2021;4:30;AVDA. PABLO NERUDA / CALL. LEONESES;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14
2020S019534;01/01/2021;4:30;AVDA. PABLO NERUDA / CALL. LEONESES;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;14
2020S019534;01/01/2021;4:30;AVDA. PABLO NERUDA / CALL. LEONESES;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S001513;01/01/2021;2:10;AVDA. GRAN VIA DE VILLAVERDE - ROTONDA;-;VILLAVERDE;Solo salida de la vía;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S000006;01/01/2021;1:35;CALL. JULIAN CAMARILLO;21;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000012;01/01/2021;1:30;AUTOV. M-30, +01800E 18RH15;-;LATINA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S000012;01/01/2021;1:30;AUTOV. M-30, +01800E 18RH15;-;LATINA;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000012;01/01/2021;1:30;AUTOV. M-30, +01800E 18RH15;-;LATINA;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;
2021S000012;01/01/2021;1:30;AUTOV. M-30, +01800E 18RH15;-;LATINA;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;
2021S000004;01/01/2021;1:30;PASEO. CASTELLANA;4;SALAMANCA;Atropello a persona;Nublado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2021S000004;01/01/2021;1:30;PASEO. CASTELLANA;4;SALAMANCA;Atropello a persona;Nublado;Turismo;Peatón;DE 21 A 24 AÑOS;Hombre;14
2021S000005;01/01/2021;1:15;CALL. LAGO SAN MARTIN / CALL. LAGO MARACAIBO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S000005;01/01/2021;1:15;CALL. LAGO SAN MARTIN / CALL. LAGO MARACAIBO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S000383;01/01/2021;1:15;CALL. JACINTO VERDAGUER / CALL. LOLA MEMBRIVES;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14
2021S000383;01/01/2021;1:15;CALL. JACINTO VERDAGUER / CALL. LOLA MEMBRIVES;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Hombre;14
2021S000383;01/01/2021;1:15;CALL. JACINTO VERDAGUER / CALL. LOLA MEMBRIVES;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 0 A 5 AÑOS;Mujer;07
2021S000001;01/01/2021;0:50;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S000001;01/01/2021;0:50;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;02
2021S000001;01/01/2021;0:50;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Hombre;14
2021S000001;01/01/2021;0:50;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 15 A 17 AÑOS;Hombre;02
2021S000001;01/01/2021;0:50;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;02
2021S000003;01/01/2021;0:30;ARROYO DE LA MEDIA LEGUA CON AVDA. DE LAS 13 ROSAS;-;MORATALAZ;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;02
2021S000003;01/01/2021;0:30;ARROYO DE LA MEDIA LEGUA CON AVDA. DE LAS 13 ROSAS;-;MORATALAZ;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;03
2021S000078;02/01/2021;23:20;CALL. VITAL AZA / CALL. LOS URQUIZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000078;02/01/2021;23:20;CALL. VITAL AZA / CALL. LOS URQUIZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S000078;02/01/2021;23:20;CALL. VITAL AZA / CALL. LOS URQUIZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000067;02/01/2021;23:10;CALL. AMOR DE DIOS / CALL. SANTA MARIA;-;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 18 A 20 AÑOS;Hombre;03
2021S000067;02/01/2021;23:10;CALL. AMOR DE DIOS / CALL. SANTA MARIA;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S000064;02/01/2021;22:30;CALL. GRAN VIA;74;CENTRO;Alcance;;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;
2021S000064;02/01/2021;22:30;CALL. GRAN VIA;74;CENTRO;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000229;02/01/2021;22:30;AVDA. ANDALUCIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S000229;02/01/2021;22:30;AVDA. ANDALUCIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S000229;02/01/2021;22:30;AVDA. ANDALUCIA / AVDA. POBLADOS;-;USERA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;
2021S000093;02/01/2021;22:20;CALL. ALCALA;154;SALAMANCA;Atropello a persona;Despejado;Sin especificar;Conductor;DESCONOCIDA;;
2021S000093;02/01/2021;22:20;CALL. ALCALA;154;SALAMANCA;Atropello a persona;Despejado;Sin especificar;Peatón;DE 10 A 14 AÑOS;Hombre;01
2021S000106;02/01/2021;22:15;CALL. GODELLA;245;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S000106;02/01/2021;22:15;CALL. GODELLA;245;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000106;02/01/2021;22:15;CALL. GODELLA;245;VILLAVERDE;Atropello a persona;Despejado;Turismo;Peatón;DE 25 A 29 AÑOS;Hombre;02
2021S000472;02/01/2021;22:00;CALL. CAMARENA;57;LATINA;Colisión múltiple;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S000472;02/01/2021;22:00;CALL. CAMARENA;57;LATINA;Colisión múltiple;;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S000472;02/01/2021;22:00;CALL. CAMARENA;57;LATINA;Colisión múltiple;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000063;02/01/2021;21:30;AUTOV. M-30, +011800E;-;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;02
2021S000063;02/01/2021;21:30;AUTOV. M-30, +011800E;-;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S000063;02/01/2021;21:30;AUTOV. M-30, +011800E;-;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S000110;02/01/2021;20:58;AVDA. ENSANCHE DE VALLECAS;12;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S000110;02/01/2021;20:58;AVDA. ENSANCHE DE VALLECAS;12;VILLA DE VALLECAS;Alcance;Despejado;Ciclomotor;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S000061;02/01/2021;20:40;CALL. ANGEL LUIS DE LA HERRAN;35;HORTALEZA;Colisión múltiple;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S000061;02/01/2021;20:40;CALL. ANGEL LUIS DE LA HERRAN;35;HORTALEZA;Colisión múltiple;;Turismo;Pasajero;DE 50 A 54 AÑOS;Hombre;
2021S000061;02/01/2021;20:40;CALL. ANGEL LUIS DE LA HERRAN;35;HORTALEZA;Colisión múltiple;;Turismo;Conductor;DESCONOCIDA;;
2021S000061;02/01/2021;20:40;CALL. ANGEL LUIS DE LA HERRAN;35;HORTALEZA;Colisión múltiple;;Camión rígido;Conductor;DESCONOCIDA;;
2021S000061;02/01/2021;20:40;CALL. ANGEL LUIS DE LA HERRAN;35;HORTALEZA;Colisión múltiple;;Furgoneta;Conductor;DESCONOCIDA;;
2021S000107;02/01/2021;19:30;AVDA. PABLO IGLESIAS;17;CHAMBERÍ;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;06
2021S000388;02/01/2021;19:00;CALL. RAFAEL FINAT / AVDA. POBLADOS;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S000388;02/01/2021;19:00;CALL. RAFAEL FINAT / AVDA. POBLADOS;-;LATINA;Alcance;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;14
2021S000388;02/01/2021;19:00;CALL. RAFAEL FINAT / AVDA. POBLADOS;-;LATINA;Alcance;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2021S000388;02/01/2021;19:00;CALL. RAFAEL FINAT / AVDA. POBLADOS;-;LATINA;Alcance;Despejado;Turismo;Pasajero;DE 70 A 74 AÑOS;Mujer;14
2021S000059;02/01/2021;18:20;CALL. VIRGEN DEL SAGRARIO / CALL. SAMBARA;-;CIUDAD LINEAL;Otro;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S000062;02/01/2021;18:00;PLAZA. INDEPENDENCIA;3;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000060;02/01/2021;17:55;CALL. CABO DE TARIFA;9;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S000060;02/01/2021;17:55;CALL. CABO DE TARIFA;9;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S000060;02/01/2021;17:55;CALL. CABO DE TARIFA;9;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S000058;02/01/2021;17:15;CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN;-;TETUÁN;Atropello a persona;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S000058;02/01/2021;17:15;CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN;-;TETUÁN;Atropello a persona;Despejado;Turismo;Peatón;DE 10 A 14 AÑOS;Hombre;03
2021S000057;02/01/2021;16:40;CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN;-;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S000057;02/01/2021;16:40;CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN;-;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Hombre;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;
2021S000056;02/01/2021;16:15;AUTOV. M-30, +028700E;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000055;02/01/2021;15:50;CALL. ALMAZAN;52;LATINA;Colisión frontal;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S000055;02/01/2021;15:50;CALL. ALMAZAN;52;LATINA;Colisión frontal;Nublado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S000168;02/01/2021;15:50;PASEO. ACACIAS;8;ARGANZUELA;Caída;Despejado;Ciclomotor;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S000054;02/01/2021;15:15;CALL. ISABELITA USERA / CALL. JOSE BIELSA;-;USERA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000054;02/01/2021;15:15;CALL. ISABELITA USERA / CALL. JOSE BIELSA;-;USERA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S000170;02/01/2021;14:30;PASEO. DELICIAS; 65A;ARGANZUELA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S000170;02/01/2021;14:30;PASEO. DELICIAS; 65A;ARGANZUELA;Choque contra obstáculo fijo;;Otros vehículos con motor;Conductor;DESCONOCIDA;;
2021S000170;02/01/2021;14:30;PASEO. DELICIAS; 65A;ARGANZUELA;Choque contra obstáculo fijo;;Motocicleta > 125cc;Conductor;DESCONOCIDA;;
2021S000265;02/01/2021;12:50;CALL. AÑASTRO;60;HORTALEZA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;07
2021S000138;02/01/2021;12:45;AVDA. LAS AGUILAS;97;LATINA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000138;02/01/2021;12:45;AVDA. LAS AGUILAS;97;LATINA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000138;02/01/2021;12:45;AVDA. LAS AGUILAS;97;LATINA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S000050;02/01/2021;12:32;AVDA. PESETA / CALL. PINAR DE SAN JOSE;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;01
2021S000050;02/01/2021;12:32;AVDA. PESETA / CALL. PINAR DE SAN JOSE;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;07
2021S000051;02/01/2021;11:50;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;
2021S000051;02/01/2021;11:50;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000051;02/01/2021;11:50;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;
2021S000101;02/01/2021;11:50;CMNO. POZO DEL TIO RAIMUNDO; 1A;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S000101;02/01/2021;11:50;CMNO. POZO DEL TIO RAIMUNDO; 1A;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S000101;02/01/2021;11:50;CMNO. POZO DEL TIO RAIMUNDO; 1A;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;
2021S000101;02/01/2021;11:50;CMNO. POZO DEL TIO RAIMUNDO; 1A;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S000099;02/01/2021;11:25;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14
2021S000099;02/01/2021;11:25;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2021S000099;02/01/2021;11:25;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;07
2021S000762;02/01/2021;1:25;AVDA. VICTORIA / AUTOV. A-6;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S000029;02/01/2021;0:40;CALL. GOYA / CASTELLANA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S000029;02/01/2021;0:40;CALL. GOYA / CASTELLANA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DESCONOCIDA;;
2021S000123;03/01/2021;22:35;CALL. SILVANO / CALL. JOSE RIZAL;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S000123;03/01/2021;22:35;CALL. SILVANO / CALL. JOSE RIZAL;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S000123;03/01/2021;22:35;CALL. SILVANO / CALL. JOSE RIZAL;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000123;03/01/2021;22:35;CALL. SILVANO / CALL. JOSE RIZAL;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S000261;03/01/2021;22:25;AVDA. OROVILLA / CALL. UNANIMIDAD;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S000261;03/01/2021;22:25;AVDA. OROVILLA / CALL. UNANIMIDAD;-;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S000122;03/01/2021;21:50;AUTOV. M-30 / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;02
