Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35700089
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2162476
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;347579
TOTAL;CICLOMOTORES;TOTAL;1879422
TOTAL;FURGONETAS;TOTAL;2555005
TOTAL;MOTOCICLETAS;TOTAL;3823110
TOTAL;TURISMOS;TOTAL;24932497
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;47994
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47333
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;636
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;9179
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;9107
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;68
Andalucía/Almería;CICLOMOTORES;TOTAL;41529
Andalucía/Almería;CICLOMOTORES;Diesel;1199
Andalucía/Almería;CICLOMOTORES;Eléctrico;243
Andalucía/Almería;CICLOMOTORES;Gasolina;40085
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;42158
Andalucía/Almería;FURGONETAS;Biometano;1
Andalucía/Almería;FURGONETAS;Diesel;36381
Andalucía/Almería;FURGONETAS;Eléctrico;38
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;38
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5696
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;49384
Andalucía/Almería;MOTOCICLETAS;Diesel;97
Andalucía/Almería;MOTOCICLETAS;Eléctrico;102
Andalucía/Almería;MOTOCICLETAS;Gasolina;49181
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;387000
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;259405
Andalucía/Almería;TURISMOS;Eléctrico;335
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;528
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;5
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;126705
Andalucía/Almería;TURISMOS;Otros;15
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47550
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46514
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;28
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;24
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;8
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;974
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5731
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5673
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;37
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;103012
Andalucía/Cádiz;CICLOMOTORES;Diesel;2474
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;524
Andalucía/Cádiz;CICLOMOTORES;Gasolina;100010
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;4
Andalucía/Cádiz;FURGONETAS;TOTAL;40024
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;33842
Andalucía/Cádiz;FURGONETAS;Eléctrico;49
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;43
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Cádiz;FURGONETAS;Gasolina;6085
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;116152
Andalucía/Cádiz;MOTOCICLETAS;Diesel;121
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1870
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;9
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;114140
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;TURISMOS;;1
Andalucía/Cádiz;TURISMOS;TOTAL;596463
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;355438
Andalucía/Cádiz;TURISMOS;Eléctrico;488
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;641
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;71
Andalucía/Cádiz;TURISMOS;Gasolina;239804
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34451
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33877
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;48
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;19
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;506
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6524
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6464
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;55
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51289
Andalucía/Córdoba;CICLOMOTORES;Diesel;1605
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;145
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49536
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51658
Andalucía/Córdoba;FURGONETAS;Diesel;45503
Andalucía/Córdoba;FURGONETAS;Eléctrico;36
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;58
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6059
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;59200
Andalucía/Córdoba;MOTOCICLETAS;Diesel;87
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;118
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;4
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;58987
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;TURISMOS;TOTAL;393498
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;256945
Andalucía/Córdoba;TURISMOS;Eléctrico;324
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;465
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;25
Andalucía/Córdoba;TURISMOS;Gasolina;135718
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;47049
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46098
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;35
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;907
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6844
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6773
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;68737
Andalucía/Granada;CICLOMOTORES;Diesel;1172
Andalucía/Granada;CICLOMOTORES;Eléctrico;193
Andalucía/Granada;CICLOMOTORES;Gasolina;67372
Andalucía/Granada;FURGONETAS;TOTAL;59595
Andalucía/Granada;FURGONETAS;Diesel;51008
Andalucía/Granada;FURGONETAS;Eléctrico;39
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;68
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;7
Andalucía/Granada;FURGONETAS;Gasolina;8469
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;102955
Andalucía/Granada;MOTOCICLETAS;Diesel;104
Andalucía/Granada;MOTOCICLETAS;Eléctrico;258
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;102591
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;TURISMOS;TOTAL;485376
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;297713
Andalucía/Granada;TURISMOS;Eléctrico;502
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;596
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;64
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;186468
Andalucía/Granada;TURISMOS;Hidrógeno;2
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27430
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26824
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;5
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;592
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3649
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3626
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30345
Andalucía/Huelva;CICLOMOTORES;Diesel;773
Andalucía/Huelva;CICLOMOTORES;Eléctrico;181
Andalucía/Huelva;CICLOMOTORES;Gasolina;29389
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;21328
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17928
Andalucía/Huelva;FURGONETAS;Eléctrico;12
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3376
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;31417
Andalucía/Huelva;MOTOCICLETAS;Diesel;67
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;70
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Huelva;MOTOCICLETAS;Gasolina;31276
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;TURISMOS;TOTAL;265435
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;169019
Andalucía/Huelva;TURISMOS;Eléctrico;175
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;248
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;16
Andalucía/Huelva;TURISMOS;Gasolina;95964
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38283
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37601
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;628
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5269
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5231
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;40966
Andalucía/Jaén;CICLOMOTORES;Diesel;1722
Andalucía/Jaén;CICLOMOTORES;Eléctrico;123
Andalucía/Jaén;CICLOMOTORES;Gasolina;39118
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63983
Andalucía/Jaén;FURGONETAS;Diesel;57319
Andalucía/Jaén;FURGONETAS;Eléctrico;26
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;78
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6555
Andalucía/Jaén;MOTOCICLETAS;TOTAL;42276
Andalucía/Jaén;MOTOCICLETAS;Diesel;94
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;271
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41906
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;TURISMOS;TOTAL;306988
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;208504
Andalucía/Jaén;TURISMOS;Eléctrico;194
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;360
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;23
Andalucía/Jaén;TURISMOS;Gasolina;97895
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73125
Andalucía/Málaga;CAMIONES HASTA 3500kg;Diesel;71174
Andalucía/Málaga;CAMIONES HASTA 3500kg;Eléctrico;38
