Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: 

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35388478
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2189529
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;346927
TOTAL;CICLOMOTORES;TOTAL;1900869
TOTAL;FURGONETAS;TOTAL;2507388
TOTAL;MOTOCICLETAS;TOTAL;3714915
TOTAL;TURISMOS;TOTAL;24728850
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;48107
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47463
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;8
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;627
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;8948
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;8874
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;4
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;69
Andalucía/Almería;CICLOMOTORES;TOTAL;41765
Andalucía/Almería;CICLOMOTORES;Diesel;1186
Andalucía/Almería;CICLOMOTORES;Eléctrico;168
Andalucía/Almería;CICLOMOTORES;Gasolina;40409
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;41347
Andalucía/Almería;FURGONETAS;Diesel;35613
Andalucía/Almería;FURGONETAS;Eléctrico;29
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;34
Andalucía/Almería;FURGONETAS;Gasolina;5668
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;47786
Andalucía/Almería;MOTOCICLETAS;Diesel;95
Andalucía/Almería;MOTOCICLETAS;Eléctrico;75
Andalucía/Almería;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Almería;MOTOCICLETAS;Gasolina;47611
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;380740
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;257130
Andalucía/Almería;TURISMOS;Eléctrico;221
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;415
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;2
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;122951
Andalucía/Almería;TURISMOS;Otros;14
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;48362
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;47370
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;15
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;10
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;964
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5641
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5601
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;104139
Andalucía/Cádiz;CICLOMOTORES;Diesel;2493
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;410
Andalucía/Cádiz;CICLOMOTORES;Gasolina;101234
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;2
Andalucía/Cádiz;FURGONETAS;TOTAL;38996
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;32860
Andalucía/Cádiz;FURGONETAS;Eléctrico;34
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;34
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;3
Andalucía/Cádiz;FURGONETAS;Gasolina;6063
Andalucía/Cádiz;FURGONETAS;Otros;1
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;112080
Andalucía/Cádiz;MOTOCICLETAS;Diesel;108
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;2293
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;7
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;109662
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;8
Andalucía/Cádiz;TURISMOS;TOTAL;590641
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;354811
Andalucía/Cádiz;TURISMOS;Eléctrico;294
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;494
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;52
Andalucía/Cádiz;TURISMOS;Gasolina;234970
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34676
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;34113
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;37
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;517
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6495
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6437
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;4
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;54
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51771
Andalucía/Córdoba;CICLOMOTORES;Diesel;1573
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;108
Andalucía/Córdoba;CICLOMOTORES;Gasolina;50087
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51259
Andalucía/Córdoba;FURGONETAS;Diesel;45059
Andalucía/Córdoba;FURGONETAS;Eléctrico;24
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;33
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6141
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;57398
Andalucía/Córdoba;MOTOCICLETAS;Diesel;79
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;56
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;57256
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;TURISMOS;TOTAL;389281
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;254878
Andalucía/Córdoba;TURISMOS;Eléctrico;214
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;417
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;21
Andalucía/Córdoba;TURISMOS;Gasolina;133730
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;47036
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46102
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;11
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;914
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6771
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6700
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;66
Andalucía/Granada;CICLOMOTORES;TOTAL;69469
Andalucía/Granada;CICLOMOTORES;Diesel;1135
Andalucía/Granada;CICLOMOTORES;Eléctrico;147
Andalucía/Granada;CICLOMOTORES;Gasolina;68187
Andalucía/Granada;FURGONETAS;TOTAL;59074
Andalucía/Granada;FURGONETAS;Diesel;50455
Andalucía/Granada;FURGONETAS;Eléctrico;26
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;54
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Granada;FURGONETAS;Gasolina;8531
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;100423
Andalucía/Granada;MOTOCICLETAS;Diesel;94
Andalucía/Granada;MOTOCICLETAS;Eléctrico;167
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;100159
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;MOTOCICLETAS;Sin especificar;1
Andalucía/Granada;TURISMOS;TOTAL;480809
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;296422
Andalucía/Granada;TURISMOS;Eléctrico;297
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;493
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;49
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;183518
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27949
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;27321
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;4
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;619
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3613
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3590
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30556
Andalucía/Huelva;CICLOMOTORES;Diesel;769
Andalucía/Huelva;CICLOMOTORES;Eléctrico;124
Andalucía/Huelva;CICLOMOTORES;Gasolina;29663
Andalucía/Huelva;FURGONETAS;TOTAL;20752
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17323
Andalucía/Huelva;FURGONETAS;Eléctrico;9
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;7
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3409
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;29956
Andalucía/Huelva;MOTOCICLETAS;Diesel;58
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;53
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Huelva;MOTOCICLETAS;Gasolina;29840
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;TURISMOS;TOTAL;261889
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;167078
Andalucía/Huelva;TURISMOS;Eléctrico;106
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;200
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;13
Andalucía/Huelva;TURISMOS;Gasolina;94479
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38563
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37884
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;633
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5255
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5217
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41660
Andalucía/Jaén;CICLOMOTORES;Diesel;1739
Andalucía/Jaén;CICLOMOTORES;Eléctrico;97
Andalucía/Jaén;CICLOMOTORES;Gasolina;39821
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;64027
Andalucía/Jaén;FURGONETAS;Diesel;57195
Andalucía/Jaén;FURGONETAS;Eléctrico;21
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;74
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;6
Andalucía/Jaén;FURGONETAS;Gasolina;6731
Andalucía/Jaén;MOTOCICLETAS;TOTAL;40908
Andalucía/Jaén;MOTOCICLETAS;Diesel;83
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;246
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;40575
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;2
Andalucía/Jaén;TURISMOS;TOTAL;303612
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;206614
Andalucía/Jaén;TURISMOS;Eléctrico;123
