FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2014;DE 00:00 A 00:59;MIERCOLES;TETUAN                        ;PASEO DE LA CASTELLANA NUM                                                                          ;111;2014/121;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2014;DE 00:00 A 00:59;MIERCOLES;TETUAN                        ;PASEO DE LA CASTELLANA NUM                                                                          ;111;2014/121;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2014;DE 00:00 A 00:59;MIERCOLES;TETUAN                        ;PASEO DE LA CASTELLANA NUM                                                                          ;111;2014/121;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 25 A 29 AÑOS
01/01/2014;DE 00:00 A 00:59;MIERCOLES;TETUAN                        ;PASEO DE LA CASTELLANA NUM                                                                          ;111;2014/121;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;PUENTE DE VALLECAS            ;AVENIDA DE ENTREVIAS - CALLE DE MENDEZ ALVARO                                                       ;          ;2014/224;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;PUENTE DE VALLECAS            ;AVENIDA DE ENTREVIAS - CALLE DE MENDEZ ALVARO                                                       ;          ;2014/224;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;PUENTE DE VALLECAS            ;AVENIDA DE ENTREVIAS - CALLE DE MENDEZ ALVARO                                                       ;          ;2014/224;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2014;DE 2:00 A 2:59;MIERCOLES;TETUAN                        ;CALLE DE ORENSE NUM                                                                                 ;14;2014/122;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;MUJER;HL                                      ;DE 21 A 24 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;TETUAN                        ;CALLE DE ORENSE NUM                                                                                 ;14;2014/122;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 21 A 24 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;TETUAN                        ;CALLE DE ORENSE NUM                                                                                 ;14;2014/122;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
01/01/2014;DE 2:00 A 2:59;MIERCOLES;TETUAN                        ;CALLE DE ORENSE NUM                                                                                 ;14;2014/122;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
01/01/2014;DE 4:00 A 4:59;MIERCOLES;CIUDAD LINEAL                 ;CALLE DE FRANCISCO VILLAESPESA - CALLE DE JOSE MARIA PEREDA                                         ;0;2014/1;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
