FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2018;DE 00:00 A 00:59;LUNES;USERA                         ;CALLE DE SAN BASILIO - CALLE DEL CRISTO DE LA VICTORIA                                              ;0;2018/1;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HG                                      ;DE 15 A 17 AÑOS
01/01/2018;DE 00:00 A 00:59;LUNES;USERA                         ;CALLE DE SAN BASILIO - CALLE DEL CRISTO DE LA VICTORIA                                              ;0;2018/1;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 00:00 A 00:59;LUNES;USERA                         ;CALLE DE SAN BASILIO - CALLE DEL CRISTO DE LA VICTORIA                                              ;0;2018/1;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;HORTALEZA                     ;AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA                                 ;          ;2018/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HG                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;SAN BLAS                      ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE ALCALA                                                 ;0;2018/9;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;SAN BLAS                      ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE ALCALA                                                 ;0;2018/9;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;SAN BLAS                      ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE ALCALA                                                 ;0;2018/9;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 50 A 54 AÑOS
01/01/2018;DE 1:00 A 1:59;LUNES;SAN BLAS                      ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE ALCALA                                                 ;0;2018/9;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 15 A 17 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ASCAO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                                              ;          ;2018/12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;VIAJERO                                 ;MUJER;HL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 6:00 A 6:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DEL CABO LOPEZ MARTINEZ NUM                                                                   ;32;2018/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;MORATALAZ                     ;CALLE DE LA FUENTE CARRANTONA - CALLE DE LUIS DE HOYOS SAINZ                                        ;0;2018/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;MORATALAZ                     ;CALLE DE LA FUENTE CARRANTONA - CALLE DE LUIS DE HOYOS SAINZ                                        ;0;2018/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2018;DE 6:00 A 6:59;LUNES;MORATALAZ                     ;CALLE DE LA FUENTE CARRANTONA - CALLE DE LUIS DE HOYOS SAINZ                                        ;0;2018/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 13:00 A 13:59;LUNES;ARGANZUELA                    ;CALLE DE ANCORA - PASEO DE LAS DELICIAS                                                             ;0;2018/25;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 13:00 A 13:59;LUNES;ARGANZUELA                    ;CALLE DE ANCORA - PASEO DE LAS DELICIAS                                                             ;0;2018/25;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 15:00 A 15:59;LUNES;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;44;2018/76;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;MUJER;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2018;DE 15:00 A 15:59;LUNES;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;44;2018/76;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 55 A 59 AÑOS
01/01/2018;DE 15:00 A 15:59;LUNES;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;44;2018/76;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
01/01/2018;DE 18:00 A 18:59;LUNES;SALAMANCA                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4700;2018/20;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
01/01/2018;DE 18:00 A 18:59;LUNES;SALAMANCA                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4700;2018/20;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2018;DE 18:00 A 18:59;LUNES;SALAMANCA                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4700;2018/20;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 70 A 74 AÑOS
01/01/2018;DE 18:00 A 18:59;LUNES;SALAMANCA                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4700;2018/20;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;VIAJERO                                 ;MUJER;HG                                      ;DE MAS DE 74 AÑOS 
01/01/2018;DE 19:00 A 19:59;LUNES;CHAMARTIN                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4300;2018/43;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
01/01/2018;DE 19:00 A 19:59;LUNES;CHAMARTIN                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4300;2018/43;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
01/01/2018;DE 19:00 A 19:59;LUNES;CHAMARTIN                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4300;2018/43;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 45 A 49 AÑOS
01/01/2018;DE 19:00 A 19:59;LUNES;CHAMARTIN                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4300;2018/43;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 10 A 14 AÑOS
01/01/2018;DE 19:00 A 19:59;LUNES;CHAMARTIN                     ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;4300;2018/43;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 15 A 17 AÑOS
01/01/2018;DE 21:00 A 21:59;LUNES;CARABANCHEL                   ;CALLE  VIA CARPETANA - CALLE DE CASIMIRO ESCUDERO                                                   ;0;2018/23;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2018;DE 21:00 A 21:59;LUNES;CARABANCHEL                   ;CALLE  VIA CARPETANA - CALLE DE CASIMIRO ESCUDERO                                                   ;0;2018/23;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
01/01/2018;DE 21:00 A 21:59;LUNES;RETIRO                        ;AVENIDA DEL MEDITERRANEO NUM                                                                        ;32;2018/34;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2018;DE 21:00 A 21:59;LUNES;RETIRO                        ;AVENIDA DEL MEDITERRANEO NUM                                                                        ;32;2018/34;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 65 A 69 AÑOS
01/01/2018;DE 21:00 A 21:59;LUNES;RETIRO                        ;AVENIDA DEL MEDITERRANEO NUM                                                                        ;32;2018/34;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 35 A 39 AÑOS
01/01/2018;DE 21:00 A 21:59;LUNES;RETIRO                        ;AVENIDA DEL MEDITERRANEO NUM                                                                        ;32;2018/34;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 0 A 5 AÑOS
02/01/2018;DE 6:00 A 6:59;MARTES;CENTRO                        ;CALLE DE SEGOVIA NUM                                                                                ;19;2018/363;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
02/01/2018;DE 6:00 A 6:59;MARTES;CENTRO                        ;CALLE DE SEGOVIA NUM                                                                                ;19;2018/363;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
02/01/2018;DE 6:00 A 6:59;MARTES;CENTRO                        ;CALLE DE SEGOVIA NUM                                                                                ;19;2018/363;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;ARGANZUELA                    ;RONDA DE VALENCIA NUM                                                                               ;1;2018/33;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;ARGANZUELA                    ;RONDA DE VALENCIA NUM                                                                               ;1;2018/33;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;CICLOMOTOR                              ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
02/01/2018;DE 12:00 A 12:59;MARTES;SALAMANCA                     ;CALLE DE GOYA NUM                                                                                   ;139;2018/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 35 A 39 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;SALAMANCA                     ;CALLE DE GOYA NUM                                                                                   ;139;2018/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;SALAMANCA                     ;CALLE DE GOYA NUM                                                                                   ;139;2018/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 15 A 17 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;SALAMANCA                     ;CALLE DE SERRANO - CALLE DEL CONDE DE ARANDA                                                        ;0;2018/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;SALAMANCA                     ;CALLE DE SERRANO - CALLE DEL CONDE DE ARANDA                                                        ;0;2018/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;TETUAN                        ;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;27;2018/104;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;TETUAN                        ;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;27;2018/104;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 60 A 64 AÑOS
02/01/2018;DE 12:00 A 12:59;MARTES;TETUAN                        ;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;27;2018/104;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DESCONOCIDA
02/01/2018;DE 12:00 A 12:59;MARTES;TETUAN                        ;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;27;2018/104;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
02/01/2018;DE 13:00 A 13:59;MARTES;MONCLOA-ARAVACA               ;CALLE DE MANUEL BARTOLOME COSSIO NUM                                                                ;6;2018/56;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
02/01/2018;DE 13:00 A 13:59;MARTES;MONCLOA-ARAVACA               ;CALLE DE MANUEL BARTOLOME COSSIO NUM                                                                ;6;2018/56;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
02/01/2018;DE 13:00 A 13:59;MARTES;MONCLOA-ARAVACA               ;CALLE DE MANUEL BARTOLOME COSSIO NUM                                                                ;6;2018/56;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 60 A 64 AÑOS
02/01/2018;DE 13:00 A 13:59;MARTES;SALAMANCA                     ;CALLE DE LA ARMADA ESPAÑOLA - PASEO DE RECOLETOS                                                    ;0;2018/92;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DESCONOCIDA
02/01/2018;DE 13:00 A 13:59;MARTES;SALAMANCA                     ;CALLE DE LA ARMADA ESPAÑOLA - PASEO DE RECOLETOS                                                    ;0;2018/92;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
02/01/2018;DE 13:00 A 13:59;MARTES;SALAMANCA                     ;CALLE DE LA ARMADA ESPAÑOLA - PASEO DE RECOLETOS                                                    ;0;2018/92;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
02/01/2018;DE 14:00 A 14:59;MARTES;ARGANZUELA                    ;PASEO DE LA CHOPERA NUM                                                                             ;2;2018/36;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;MUJER;HG                                      ;DE 45 A 49 AÑOS
02/01/2018;DE 14:00 A 14:59;MARTES;ARGANZUELA                    ;PASEO DE LA CHOPERA NUM                                                                             ;2;2018/36;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;NO ASIGNADO;IL                                      ;DESCONOCIDA
02/01/2018;DE 14:00 A 14:59;MARTES;ARGANZUELA                    ;PASEO DE LA CHOPERA NUM                                                                             ;2;2018/36;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;NO ASIGNADO;IL                                      ;DESCONOCIDA
02/01/2018;DE 14:00 A 14:59;MARTES;ARGANZUELA                    ;PASEO DE LA CHOPERA NUM                                                                             ;2;2018/36;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 45 A 49 AÑOS
