Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: 

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35205320
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2200279
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;346108
TOTAL;CICLOMOTORES;TOTAL;1904461
TOTAL;FURGONETAS;TOTAL;2481036
TOTAL;MOTOCICLETAS;TOTAL;3636841
TOTAL;TURISMOS;TOTAL;24636595
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;47866
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47228
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;5
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;624
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;8771
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;8701
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;67
Andalucía/Almería;CICLOMOTORES;TOTAL;41761
Andalucía/Almería;CICLOMOTORES;Diesel;1186
Andalucía/Almería;CICLOMOTORES;Eléctrico;135
Andalucía/Almería;CICLOMOTORES;Gasolina;40438
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;40857
Andalucía/Almería;FURGONETAS;Diesel;35145
Andalucía/Almería;FURGONETAS;Eléctrico;27
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;33
Andalucía/Almería;FURGONETAS;Gasolina;5649
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;46697
Andalucía/Almería;MOTOCICLETAS;Diesel;90
Andalucía/Almería;MOTOCICLETAS;Eléctrico;58
Andalucía/Almería;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Almería;MOTOCICLETAS;Gasolina;46544
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;375718
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;254372
Andalucía/Almería;TURISMOS;Eléctrico;183
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;385
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;3
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;120756
Andalucía/Almería;TURISMOS;Otros;14
Andalucía/Almería;TURISMOS;Sin especificar;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;48659
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;47656
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;14
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;977
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5623
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5582
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;104351
Andalucía/Cádiz;CICLOMOTORES;Diesel;2493
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;360
Andalucía/Cádiz;CICLOMOTORES;Gasolina;101496
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;2
Andalucía/Cádiz;FURGONETAS;TOTAL;38365
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;32258
Andalucía/Cádiz;FURGONETAS;Eléctrico;32
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;31
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;3
Andalucía/Cádiz;FURGONETAS;Gasolina;6040
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;109309
Andalucía/Cádiz;MOTOCICLETAS;Diesel;103
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;2274
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;7
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;106915
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;8
Andalucía/Cádiz;TURISMOS;TOTAL;585897
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;353243
Andalucía/Cádiz;TURISMOS;Eléctrico;234
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;447
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;46
Andalucía/Cádiz;TURISMOS;Gasolina;231906
Andalucía/Cádiz;TURISMOS;Hidrógeno;3
Andalucía/Cádiz;TURISMOS;Otros;7
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34719
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;34156
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;37
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;517
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6485
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6427
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;4
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;54
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51975
Andalucía/Córdoba;CICLOMOTORES;Diesel;1549
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;85
Andalucía/Córdoba;CICLOMOTORES;Gasolina;50340
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;1
Andalucía/Córdoba;FURGONETAS;TOTAL;50965
Andalucía/Córdoba;FURGONETAS;Diesel;44732
Andalucía/Córdoba;FURGONETAS;Eléctrico;22
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;28
Andalucía/Córdoba;FURGONETAS;Gasolina;6182
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;56202
Andalucía/Córdoba;MOTOCICLETAS;Diesel;77
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;47
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;56071
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;TURISMOS;TOTAL;385770
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;252837
Andalucía/Córdoba;TURISMOS;Eléctrico;183
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;397
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;19
Andalucía/Córdoba;TURISMOS;Gasolina;132313
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;46978
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46048
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;11
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;910
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6742
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6672
