Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35730630
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2155297
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;347995
TOTAL;CICLOMOTORES;TOTAL;1876316
TOTAL;FURGONETAS;TOTAL;2562943
TOTAL;MOTOCICLETAS;TOTAL;3845040
TOTAL;TURISMOS;TOTAL;24943039
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;47945
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47279
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;10
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;640
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;9235
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;9163
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;68
Andalucía/Almería;CICLOMOTORES;TOTAL;41505
Andalucía/Almería;CICLOMOTORES;Diesel;1198
Andalucía/Almería;CICLOMOTORES;Eléctrico;260
Andalucía/Almería;CICLOMOTORES;Gasolina;40043
Andalucía/Almería;CICLOMOTORES;Sin especificar;4
Andalucía/Almería;FURGONETAS;TOTAL;42243
Andalucía/Almería;FURGONETAS;Biometano;1
Andalucía/Almería;FURGONETAS;Diesel;36473
Andalucía/Almería;FURGONETAS;Eléctrico;41
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;40
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5684
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;49771
Andalucía/Almería;MOTOCICLETAS;Diesel;99
Andalucía/Almería;MOTOCICLETAS;Eléctrico;115
Andalucía/Almería;MOTOCICLETAS;Gasolina;49553
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;387869
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;259703
Andalucía/Almería;TURISMOS;Eléctrico;362
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;572
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;7
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;127203
Andalucía/Almería;TURISMOS;Otros;15
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47376
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46342
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;25
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;969
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5742
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5685
