Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35766415
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2147069
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;348051
TOTAL;CICLOMOTORES;TOTAL;1872087
TOTAL;FURGONETAS;TOTAL;2571898
TOTAL;MOTOCICLETAS;TOTAL;3863590
TOTAL;TURISMOS;TOTAL;24963720
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;47827
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47168
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;12
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;17
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;629
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;9267
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;9196
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;68
Andalucía/Almería;CICLOMOTORES;TOTAL;41416
Andalucía/Almería;CICLOMOTORES;Diesel;1201
Andalucía/Almería;CICLOMOTORES;Eléctrico;270
Andalucía/Almería;CICLOMOTORES;Gasolina;39941
Andalucía/Almería;CICLOMOTORES;Sin especificar;4
Andalucía/Almería;FURGONETAS;TOTAL;42299
Andalucía/Almería;FURGONETAS;Diesel;36523
Andalucía/Almería;FURGONETAS;Eléctrico;41
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;46
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5686
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;50097
Andalucía/Almería;MOTOCICLETAS;Diesel;103
Andalucía/Almería;MOTOCICLETAS;Eléctrico;125
Andalucía/Almería;MOTOCICLETAS;Gasolina;49865
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;388532
Andalucía/Almería;TURISMOS;Butano;3
Andalucía/Almería;TURISMOS;Diesel;259713
Andalucía/Almería;TURISMOS;Eléctrico;392
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;646
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;7
Andalucía/Almería;TURISMOS;Gasolina;127751
Andalucía/Almería;TURISMOS;Otros;16
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47135
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46097
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;30
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;28
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;969
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5765
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5708
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;102517
Andalucía/Cádiz;CICLOMOTORES;Diesel;2483
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;572
Andalucía/Cádiz;CICLOMOTORES;Gasolina;99458
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;4
Andalucía/Cádiz;FURGONETAS;TOTAL;40401
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;34170
Andalucía/Cádiz;FURGONETAS;Eléctrico;53
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;47
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Cádiz;FURGONETAS;Gasolina;6126
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;117969
Andalucía/Cádiz;MOTOCICLETAS;Diesel;127
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1866
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;9
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;115955
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;TURISMOS;TOTAL;597843
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
