Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: 

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35420369
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2182291
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;346990
TOTAL;CICLOMOTORES;TOTAL;1895957
TOTAL;FURGONETAS;TOTAL;2518844
TOTAL;MOTOCICLETAS;TOTAL;3732607
TOTAL;TURISMOS;TOTAL;24743680
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;48104
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47451
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;635
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;8987
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;8915
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;3
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;67
Andalucía/Almería;CICLOMOTORES;TOTAL;41721
Andalucía/Almería;CICLOMOTORES;Diesel;1184
Andalucía/Almería;CICLOMOTORES;Eléctrico;180
Andalucía/Almería;CICLOMOTORES;Gasolina;40355
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;41530
Andalucía/Almería;FURGONETAS;Diesel;35780
Andalucía/Almería;FURGONETAS;Eléctrico;33
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;32
Andalucía/Almería;FURGONETAS;Gasolina;5682
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;48098
Andalucía/Almería;MOTOCICLETAS;Diesel;95
Andalucía/Almería;MOTOCICLETAS;Eléctrico;80
Andalucía/Almería;MOTOCICLETAS;Gasolina;47919
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;382067
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;257628
Andalucía/Almería;TURISMOS;Eléctrico;225
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;449
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;3
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;123741
Andalucía/Almería;TURISMOS;Otros;14
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;48215
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;47221
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;14
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;13
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
