Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: 

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35408421
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2186226
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;347141
TOTAL;CICLOMOTORES;TOTAL;1898665
TOTAL;FURGONETAS;TOTAL;2513864
TOTAL;MOTOCICLETAS;TOTAL;3725254
TOTAL;TURISMOS;TOTAL;24737271
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;48136
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47487
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;8
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;632
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;8960
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;8888
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;3
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;67
Andalucía/Almería;CICLOMOTORES;TOTAL;41737
Andalucía/Almería;CICLOMOTORES;Diesel;1184
Andalucía/Almería;CICLOMOTORES;Eléctrico;175
Andalucía/Almería;CICLOMOTORES;Gasolina;40376
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;41452
Andalucía/Almería;FURGONETAS;Diesel;35716
Andalucía/Almería;FURGONETAS;Eléctrico;34
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;34
Andalucía/Almería;FURGONETAS;Gasolina;5665
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;47951
Andalucía/Almería;MOTOCICLETAS;Diesel;95
Andalucía/Almería;MOTOCICLETAS;Eléctrico;77
Andalucía/Almería;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Almería;MOTOCICLETAS;Gasolina;47774
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;381490
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;257427
Andalucía/Almería;TURISMOS;Eléctrico;231
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;434
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;3
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;123374
Andalucía/Almería;TURISMOS;Otros;14
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;48352
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;47359
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;15
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;12
