Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
TOTAL;TOTAL;TOTAL;35647404
TOTAL;CAMIONES HASTA 3500kg;TOTAL;2163880
TOTAL;CAMIONES MÁS DE 3500kg;TOTAL;347252
TOTAL;CICLOMOTORES;TOTAL;1880645
TOTAL;FURGONETAS;TOTAL;2549740
TOTAL;MOTOCICLETAS;TOTAL;3807745
TOTAL;TURISMOS;TOTAL;24898142
Andalucía/Almería;CAMIONES HASTA 3500kg;TOTAL;47999
Andalucía/Almería;CAMIONES HASTA 3500kg;Diesel;47341
Andalucía/Almería;CAMIONES HASTA 3500kg;Eléctrico;9
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Almería;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Almería;CAMIONES HASTA 3500kg;Gasolina;633
Andalucía/Almería;CAMIONES MÁS DE 3500kg;TOTAL;9162
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Diesel;9090
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Almería;CAMIONES MÁS DE 3500kg;Gasolina;68
Andalucía/Almería;CICLOMOTORES;TOTAL;41510
Andalucía/Almería;CICLOMOTORES;Diesel;1200
Andalucía/Almería;CICLOMOTORES;Eléctrico;232
Andalucía/Almería;CICLOMOTORES;Gasolina;40076
Andalucía/Almería;CICLOMOTORES;Sin especificar;2
Andalucía/Almería;FURGONETAS;TOTAL;42009
Andalucía/Almería;FURGONETAS;Biometano;1
Andalucía/Almería;FURGONETAS;Diesel;36246
Andalucía/Almería;FURGONETAS;Eléctrico;37
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;36
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5685
Andalucía/Almería;FURGONETAS;Otros;1
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;49194
Andalucía/Almería;MOTOCICLETAS;Diesel;97
Andalucía/Almería;MOTOCICLETAS;Eléctrico;99
Andalucía/Almería;MOTOCICLETAS;Gasolina;48994
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;TURISMOS;TOTAL;386199
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;259135
Andalucía/Almería;TURISMOS;Eléctrico;299
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;501
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;4
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;126238
Andalucía/Almería;TURISMOS;Otros;15
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47654
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46616
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;27
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;24
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;7
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;978
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5732
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5674
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;37
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;103062
Andalucía/Cádiz;CICLOMOTORES;Diesel;2479
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;509
Andalucía/Cádiz;CICLOMOTORES;Gasolina;100070
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;4
Andalucía/Cádiz;FURGONETAS;TOTAL;39939
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;33757
Andalucía/Cádiz;FURGONETAS;Eléctrico;48
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;44
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Cádiz;FURGONETAS;Gasolina;6084
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;115530
Andalucía/Cádiz;MOTOCICLETAS;Diesel;119
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1829
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;9
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;113561
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;TURISMOS;;1
Andalucía/Cádiz;TURISMOS;TOTAL;595808
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;355371
Andalucía/Cádiz;TURISMOS;Eléctrico;470
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;596
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;73
Andalucía/Cádiz;TURISMOS;Gasolina;239277
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34461
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33888
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;48
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;19
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
