establecimiento,tipo,categoria,nombre,municipio,web,telefono,wikidata,imagen municipio,poblacion municipio,longitud,latitud
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,VENTA MORENA,La Pernía,,979879042,http://www.wikidata.org/entity/Q1918857,https://www.wikidata.org/wiki/Q1918857#/media/File:Lebanza_pueblo_001.jpg,316,-4.490998,42.94757299905907
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,"""CASA LOPE""",La Pernía,,979879701,http://www.wikidata.org/entity/Q1918857,https://www.wikidata.org/wiki/Q1918857#/media/File:Lebanza_pueblo_001.jpg,316,-4.533280400000001,42.996940099058975
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,AMANECER EN CAMPOS,Población de Campos,,979811099,http://www.wikidata.org/entity/Q986562,https://www.wikidata.org/wiki/Q986562#/media/File:Vista_de_Población_de_Campos.jpg,132,-4.445518999999999,42.2687879990609
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CASA DEL CURA,Renedo de la Vega,,678832034,http://www.wikidata.org/entity/Q1918767,https://www.wikidata.org/wiki/Q1918767#/media/File:Renedo_de_la_Vega_02_Rollo_by-dpc.jpg,198,-4.703040099999999,42.45294609906034
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA VALDENIEVAS,Triollo,,979866163,http://www.wikidata.org/entity/Q1906984,https://www.wikidata.org/wiki/Q1906984#/media/File:Estela_Vidrieros_003.JPG,75,-4.6648143,42.942382399059085
Alojam. Turismo Rural,Casa Rural,2 Estrellas,CASA RURAL FUENTES CARRIONAS,Triollo,,609715315,http://www.wikidata.org/entity/Q1906984,https://www.wikidata.org/wiki/Q1906984#/media/File:Estela_Vidrieros_003.JPG,75,-4.66491,42.943009999059086
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA CHACON 2,Velilla del Río Carrión,,659118529,http://www.wikidata.org/entity/Q986559,https://www.wikidata.org/wiki/Q986559#/media/File:Velilla_peña.JPG,1173,-4.810347,42.87877099905923
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA CHACON 1,Velilla del Río Carrión,,659118529,http://www.wikidata.org/entity/Q986559,https://www.wikidata.org/wiki/Q986559#/media/File:Velilla_peña.JPG,1173,-4.810309999999999,42.87863699905923
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASAN I,Velilla del Río Carrión,,979861432,http://www.wikidata.org/entity/Q986559,https://www.wikidata.org/wiki/Q986559#/media/File:Velilla_peña.JPG,1173,-4.8466266,42.82393559905936
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA BECERRO,La Alberca,,923415102,http://www.wikidata.org/entity/Q1012961,"https://www.wikidata.org/wiki/Q1012961#/media/File:Plaza_Mayor,_La_Alberca.JPG",1071,-6.111354,40.49004999906818
Alojam. Turismo Rural,Casa Rural,2 Estrellas,CASA NEIRA,Almenara de Tormes,,625601744,http://www.wikidata.org/entity/Q681076,https://www.wikidata.org/wiki/Q681076#/media/File:Iglesia_de_Almenara_de_Tormes_02.jpg,303,-5.82093,41.06439999906543
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA RESBALINA,Cabeza del Caballo,,949332496,http://www.wikidata.org/entity/Q1639363,https://www.wikidata.org/wiki/Q1639363#/media/File:Molino_de_Lucas.jpg,247,-6.5579757999999995,41.129396499065145
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA ZAGALA,Candelario,www.casazagala.com,620131696,http://www.wikidata.org/entity/Q1777917,https://www.wikidata.org/wiki/Q1777917#/media/File:Candelario_07_by-dpc_2.jpg,871,-5.7416539,40.365841699068824
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL BOTON CHARRO II,Candelario,,923413364,http://www.wikidata.org/entity/Q1777917,https://www.wikidata.org/wiki/Q1777917#/media/File:Candelario_07_by-dpc_2.jpg,871,-5.744507199999999,40.368044599068824
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA REGADERA,Candelario,,923413101,http://www.wikidata.org/entity/Q1777917,https://www.wikidata.org/wiki/Q1777917#/media/File:Candelario_07_by-dpc_2.jpg,871,-5.7416667,40.36638889906882
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL BOTON CHARRO I,Candelario,,923413364,http://www.wikidata.org/entity/Q1777917,https://www.wikidata.org/wiki/Q1777917#/media/File:Candelario_07_by-dpc_2.jpg,871,-5.744507199999999,40.368044599068824
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA Mª LUZ,Las Casas del Conde,www.casamariluz.com,916945598,http://www.wikidata.org/entity/Q1640703,https://www.wikidata.org/wiki/Q1640703#/media/File:Las_Casas_del_Conde1.jpg,64,-6.0412706,40.507767299068085
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASONA LOS PEREGRINOS I,Cepeda,www.casonadelosperegrinos.com,923432434,http://www.wikidata.org/entity/Q1640738,https://www.wikidata.org/wiki/Q1640738#/media/File:CepedaI_edited.JPG,290,-6.0402395,40.46575409906831
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CASA DE CUTU,Cepeda,,923432028,http://www.wikidata.org/entity/Q1640738,https://www.wikidata.org/wiki/Q1640738#/media/File:CepedaI_edited.JPG,290,-6.0399733,40.46590709906832
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,MELANIA,Cepeda,,923432238,http://www.wikidata.org/entity/Q1640738,https://www.wikidata.org/wiki/Q1640738#/media/File:CepedaI_edited.JPG,290,-6.0403685,40.464850199068316
Alojam. Turismo Rural,Casa Rural,2 Estrellas,CASA RURAL VICTORIA,El Cerro,,0,http://www.wikidata.org/entity/Q1770005,https://www.wikidata.org/wiki/Q1770005#/media/File:Iglesia_de_El_Cerro_(Salamanca).JPG,380,-5.926444,40.28861799906923
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,SANJUANEJO,Ciudad Rodrigo,,923460398,http://www.wikidata.org/entity/Q820476,https://www.wikidata.org/wiki/Q820476#/media/File:Ciudad_Rodrigo.jpg,11973,-6.4918161,40.570605099067784
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA LANCHA,Fuenteguinaldo,www.casalalancha.com,923471027,http://www.wikidata.org/entity/Q1640604,https://www.wikidata.org/wiki/Q1640604#/media/File:Fuenteguinaldo_-_Portal_Cuartel_General_de_Lord_Wellington.jpg,667,-6.675620999999998,40.4276345990685
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,VIA DE LA PLATA,Fuenterroble de Salvatierra,,923613198,http://www.wikidata.org/entity/Q1650181,https://www.wikidata.org/wiki/Q1650181#/media/File:Iglesia_de_Fuenterroble_de_Salvatierra.JPG,260,-5.7360191,40.562739599067825
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA PAQUI,Fuenterroble de Salvatierra,www.casaruralpaqui.com,923151060,http://www.wikidata.org/entity/Q1650181,https://www.wikidata.org/wiki/Q1650181#/media/File:Iglesia_de_Fuenterroble_de_Salvatierra.JPG,260,-5.735635,40.56219919906782
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,VIA DE LA PLATA II,Fuenterroble de Salvatierra,,637714698,http://www.wikidata.org/entity/Q1650181,https://www.wikidata.org/wiki/Q1650181#/media/File:Iglesia_de_Fuenterroble_de_Salvatierra.JPG,260,-5.731613,40.5650219990678
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,CORTIJO MACOTERANO,Macotera,,923555642,http://www.wikidata.org/entity/Q570936,https://www.wikidata.org/wiki/Q570936#/media/File:Ayuntamiento_de_Macotera_y_Museo_provincial_de_las_llanuras_y_campiñas_de_Salamanca.jpg,999,-5.2855683,40.830519499066504
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA BELEN I,Madroñal,,923433035,http://www.wikidata.org/entity/Q1911011,https://www.wikidata.org/wiki/Q1911011#/media/File:Madroñal_-_casa_consistorial.jpg,140,-6.0631408,40.46350679906832
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA BELEN II,Madroñal,,923433035,http://www.wikidata.org/entity/Q1911011,https://www.wikidata.org/wiki/Q1911011#/media/File:Madroñal_-_casa_consistorial.jpg,140,-6.0624521,40.461750599068345
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ALFARO I,Martiago,,923480125,http://www.wikidata.org/entity/Q1769438,"https://www.wikidata.org/wiki/Q1769438#/media/File:Martiago,_plaza_Constitucional.jpg",267,-6.4905721,40.45224689906839
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ALFARO II,Martiago,,923480125,http://www.wikidata.org/entity/Q1769438,"https://www.wikidata.org/wiki/Q1769438#/media/File:Martiago,_plaza_Constitucional.jpg",267,-6.4905721,40.45224689906839
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ALFARO IV,Martiago,,923480125,http://www.wikidata.org/entity/Q1769438,"https://www.wikidata.org/wiki/Q1769438#/media/File:Martiago,_plaza_Constitucional.jpg",267,-6.4905721,40.45224689906839
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ALFARO III,Martiago,,923480125,http://www.wikidata.org/entity/Q1769438,"https://www.wikidata.org/wiki/Q1769438#/media/File:Martiago,_plaza_Constitucional.jpg",267,-6.4905721,40.45224689906839
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA ANABEL,Miranda del Castañar,,923432289,http://www.wikidata.org/entity/Q1769783,https://www.wikidata.org/wiki/Q1769783#/media/File:Miranda_del_Castanar_eljabalirosa_edited.JPG,396,-6.001026,40.485259999068205
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA VILLA I,Miranda del Castañar,www.villademiranda.com,923432087,http://www.wikidata.org/entity/Q1769783,https://www.wikidata.org/wiki/Q1769783#/media/File:Miranda_del_Castanar_eljabalirosa_edited.JPG,396,-6.001443,40.48565299906819
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,EL BALCON DE MOGARRAZ,Mogarraz,www.elbalcondemogarraz.com,923418104,http://www.wikidata.org/entity/Q1910893,https://www.wikidata.org/wiki/Q1910893#/media/File:SDFMOG01.jpg,240,-6.052808799999999,40.491336999068174
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,CUESTA GRANDE,Pelabravo,www.scapadas.com,923306698,http://www.wikidata.org/entity/Q1768237,https://www.wikidata.org/wiki/Q1768237#/media/File:Pelabravo.jpg,1284,-5.5794987,40.93729869906601
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA INMA,San Martín del Castañar,,923437348,http://www.wikidata.org/entity/Q1643355,https://www.wikidata.org/wiki/Q1643355#/media/File:San_Martín_del_Castañar_-_001_(33267152616).jpg,251,-6.064476699999999,40.522330799068015
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EL CASTILLO I,San Martín del Castañar,,923437188,http://www.wikidata.org/entity/Q1643355,https://www.wikidata.org/wiki/Q1643355#/media/File:San_Martín_del_Castañar_-_001_(33267152616).jpg,251,-6.063604399999999,40.521117399068025
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA OLIVA,Santibáñez de la Sierra,,923435299,http://www.wikidata.org/entity/Q1770816,https://www.wikidata.org/wiki/Q1770816#/media/File:Panoramicasantibanezsierra.jpg,171,-5.9148161,40.49474609906816
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA ESPADAÑA,Sequeros,www.laespadanasequeros.com,680635877,http://www.wikidata.org/entity/Q1766219,https://www.wikidata.org/wiki/Q1766219#/media/File:Sequeros.JPG,235,-6.0256463,40.512566499068065
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA LORETO,Tamames,,923435433,http://www.wikidata.org/entity/Q1640615,https://www.wikidata.org/wiki/Q1640615#/media/File:Tamames_(Iglesia_y_ayuntamiento).JPG,811,-6.103482800000001,40.65565249906736
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL CARRASCAL,Valdefuentes de Sangusín,,923262472,http://www.wikidata.org/entity/Q1995271,https://www.wikidata.org/wiki/Q1995271#/media/File:Valdefuentes_de_Sangusín_-_vista_xeral_2.jpg,192,-5.8336427,40.46577349906831
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LAURI,Villanueva del Conde,,923437576,http://www.wikidata.org/entity/Q1766569,"https://www.wikidata.org/wiki/Q1766569#/media/File:Villanueva_del_Conde,_Camino_de_los_Prodigios.jpg",180,-6.011741,40.50885299906809
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA JOSE MARIA,Villanueva del Conde,www.casasenbatuecas.com,923437069,http://www.wikidata.org/entity/Q1766569,"https://www.wikidata.org/wiki/Q1766569#/media/File:Villanueva_del_Conde,_Camino_de_los_Prodigios.jpg",180,-6.012958000000001,40.511301999068074
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CASITA I,Villanueva del Conde,www.casasenbatuecas.com,923437576,http://www.wikidata.org/entity/Q1766569,"https://www.wikidata.org/wiki/Q1766569#/media/File:Villanueva_del_Conde,_Camino_de_los_Prodigios.jpg",180,-6.011968900000001,40.51036909906807
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL ESBEDAL,Villarino de los Aires,,677520502,http://www.wikidata.org/entity/Q1640111,https://www.wikidata.org/wiki/Q1640111#/media/File:Villarino_de_los_Aires_-_P1270268.jpg,764,-6.4647441,41.269279499064545
Alojam. Turismo Rural,Casa Rural,2 Estrellas,MARIA LUISA,Ayllón,,921555187,http://www.wikidata.org/entity/Q1769718,https://www.wikidata.org/wiki/Q1769718#/media/File:Ayllon_-_023_(31298066251).jpg,1154,-3.4236123999999997,41.384705199064065
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LOS ABUELOS,Bernuy de Porreros,,610419987,http://www.wikidata.org/entity/Q1905435,https://www.wikidata.org/wiki/Q1905435#/media/File:Bernuy_de_Porreros.jpg,903,-4.1277853,40.98230659906581
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CASA DE LOS POLLOS,Boceguillas,www.lacasadelospollos.es,921121590,http://www.wikidata.org/entity/Q1776849,https://www.wikidata.org/wiki/Q1776849#/media/File:Iglesia_de_Boceguillas.jpg,682,-3.5921374,41.324868299064306
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EL MIRADOR DE LA PINILLA,Boceguillas,www.elmiradordelapinilla.com,921121590,http://www.wikidata.org/entity/Q1776849,https://www.wikidata.org/wiki/Q1776849#/media/File:Iglesia_de_Boceguillas.jpg,682,-3.6421047,41.338185399064265
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,PANTANO DE BURGOMILLODO,Carrascal del Río,www.burgomillodo.com,921529420,http://www.wikidata.org/entity/Q1776916,https://www.wikidata.org/wiki/Q1776916#/media/File:Casa_consistorial_de_Carrascal_del_Río.jpg,146,-3.9012232999999985,41.36938329906413
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EL LABRIEGO - B,Corral de Ayllón,,610841158,http://www.wikidata.org/entity/Q1919723,https://www.wikidata.org/wiki/Q1919723#/media/File:CorralDeAyllón20130117161325P1160943.jpg,79,-3.4596599999999995,41.39184379906403
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EL LABRIEGO - A,Corral de Ayllón,www.casaruralellabriego.com,610841158,http://www.wikidata.org/entity/Q1919723,https://www.wikidata.org/wiki/Q1919723#/media/File:CorralDeAyllón20130117161325P1160943.jpg,79,-3.4596599999999995,41.39184379906403
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA  ABUELA RUFA,Fuenterrebollo,,921521004,http://www.wikidata.org/entity/Q1917520,https://www.wikidata.org/wiki/Q1917520#/media/File:Iglesia_de_Fuenterrebollo.jpg,332,-3.9317017999999986,41.300113399064415
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LA CASA DEL ABUELO ANDRES,Juarros de Riomoros,,921495577,http://www.wikidata.org/entity/Q1905416,"https://www.wikidata.org/wiki/Q1905416#/media/File:Plaza_Mayor,_Juarros_de_Riomoros.jpg",49,-4.306299300000001,40.94621559906598
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EL ARADO,Marugán,www.elarado.es,921196288,http://www.wikidata.org/entity/Q1948746,https://www.wikidata.org/wiki/Q1948746#/media/File:Portada_ermita.jpg,730,-4.383596900000001,40.8980303990662
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,REFUGIO LA HONDILLA,Matabuena,www.lahondilla.com,921504090,http://www.wikidata.org/entity/Q2249259,https://www.wikidata.org/wiki/Q2249259#/media/File:Ermita_San_Martín.jpg,175,-3.7578967000000008,41.095959699065304
Alojam. Turismo Rural,Casa Rural,2 Estrellas,PEÑALARA,Real Sitio de San Ildefonso,www.valsain.com,921470548,http://www.wikidata.org/entity/Q1125500,https://www.wikidata.org/wiki/Q1125500#/media/File:Catedral_de_La_Granja.pav.jpg,5188,-4.0124048,40.892673799066216
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA SILLA DEL REY,Real Sitio de San Ildefonso,www.valsain.com,921470548,http://www.wikidata.org/entity/Q1125500,https://www.wikidata.org/wiki/Q1125500#/media/File:Catedral_de_La_Granja.pav.jpg,5188,-4.0124048,40.892673799066216
Alojam. Turismo Rural,Casa Rural,2 Estrellas,SIETE PICOS,Real Sitio de San Ildefonso,www.valsain.com,921470548,http://www.wikidata.org/entity/Q1125500,https://www.wikidata.org/wiki/Q1125500#/media/File:Catedral_de_La_Granja.pav.jpg,5188,-4.0124048,40.892673799066216
Alojam. Turismo Rural,Casa Rural,2 Estrellas,MONTON DE TRIGO,Real Sitio de San Ildefonso,www.valsain.com,921470548,http://www.wikidata.org/entity/Q1125500,https://www.wikidata.org/wiki/Q1125500#/media/File:Catedral_de_La_Granja.pav.jpg,5188,-4.0124048,40.892673799066216
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CASA DEL CURILLA,Sacramenia,,921527302,http://www.wikidata.org/entity/Q1939060,https://www.wikidata.org/wiki/Q1939060#/media/File:Sacramenia_Ayuntamiento_lou.jpg,358,-3.964483800000001,41.49379089906362
Alojam. Turismo Rural,Casa Rural,2 Estrellas,DEL SOL,Segovia,www.imarques.es/crural,696649706,http://www.wikidata.org/entity/Q15684,https://www.wikidata.org/wiki/Q15684#/media/File:Segovia_-_02_edited.jpg,50802,-4.1347222,40.96416669906589
Alojam. Turismo Rural,Casa Rural,2 Estrellas,SAN IGNACIO,Sepúlveda,,921543210,http://www.wikidata.org/entity/Q1246441,https://www.wikidata.org/wiki/Q1246441#/media/File:Sepulveda_02_by-dpc.jpg,1001,-3.736152000000001,41.30131699906441
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,SANTA ELENA,Las Aldehuelas,www.casasantaelena.com,635639326,http://www.wikidata.org/entity/Q831729,https://www.wikidata.org/wiki/Q831729#/media/File:Acceso_al_barrio_de_abajo_(Las_Aldehuelas).jpg,58,-2.3653794000000006,41.99526619906178
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CAÑÓN DEL RIO LOBOS II,Casarejos,www.canonderiolobos.com,975376596,http://www.wikidata.org/entity/Q829772,"https://www.wikidata.org/wiki/Q829772#/media/File:Casarejos,_Soria,_España,_2017-05-26,_DD_70.jpg",154,-2.9161494,41.78162019906253
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CAÑON DEL RÍO LOBOS I,Casarejos,www.canonderiolobos.com,975376596,http://www.wikidata.org/entity/Q829772,"https://www.wikidata.org/wiki/Q829772#/media/File:Casarejos,_Soria,_España,_2017-05-26,_DD_70.jpg",154,-3.0333451000000005,41.79701649906247
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LA SABINA,Castillejo de Robledo,www.lasabinactr.com,975186080,http://www.wikidata.org/entity/Q831405,https://www.wikidata.org/wiki/Q831405#/media/File:VistaParcialDeCastillejoDeRobledo2.jpg,108,-3.4975936,41.559359299063374
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,EL ROBLEDAL,Castillejo de Robledo,,975355005,http://www.wikidata.org/entity/Q831405,https://www.wikidata.org/wiki/Q831405#/media/File:VistaParcialDeCastillejoDeRobledo2.jpg,108,-3.4951770999999994,41.559084499063374
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS BARDAS,Cubilla,casalasbardas.negocio.site,662054572,http://www.wikidata.org/entity/Q831396,"https://www.wikidata.org/wiki/Q831396#/media/File:Cubilla,_Soria,_España,_2017-05-26,_DD_76.jpg",25,-2.9389118,41.74980599906266
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA RURAL DE LUBIA II,Cubo de la Solana,www.lubiarural.com,676696839,http://www.wikidata.org/entity/Q835846,https://www.wikidata.org/wiki/Q835846#/media/File:CUBO_DE_LA_SOLANA-TIPICO_PUEBLO_AGRICOLA.jpg,166,-2.506977,41.64986699906302
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA DE LA MARTINA,Molinos de Duero,www.casadelamartina.com,686557709,http://www.wikidata.org/entity/Q985457,https://www.wikidata.org/wiki/Q985457#/media/File:Ayuntamiento_de_Molinos_de_Duero.jpg,169,-2.7876743,41.88480379906217
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,DONDE ELVIRA,Montejo de Tiermes,,609475903,http://www.wikidata.org/entity/Q837348,"https://www.wikidata.org/wiki/Q837348#/media/File:Montejo_de_Tiermes,_Soria,_España,_2017-05-26,_DD_21.jpg",141,-3.1252619999999993,41.356397999064185
Alojam. Turismo Rural,Casa Rural,2 Estrellas,YACIMIENTO DE TIERMES,Montejo de Tiermes,www.hoteltermes.com,975352055,http://www.wikidata.org/entity/Q837348,"https://www.wikidata.org/wiki/Q837348#/media/File:Montejo_de_Tiermes,_Soria,_España,_2017-05-26,_DD_21.jpg",141,-3.1528550000000006,41.33678499906426
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA FUENTONA,Muriel de la Fuente,www.lafuentona.com,652945252,http://www.wikidata.org/entity/Q833901,"https://www.wikidata.org/wiki/Q833901#/media/File:Muriel_de_la_Fuente,_Soria,_España,_2017-05-26,_DD_79.jpg",57,-2.8614708000000006,41.723688499062746
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL MIRADOR DE RELLO,Rello,,609692546,http://www.wikidata.org/entity/Q1046930,https://www.wikidata.org/wiki/Q1046930#/media/File:Rello.jpg,14,-2.7505051999999997,41.33342879906427
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA MURALLA,Retortillo de Soria,,975345053,http://www.wikidata.org/entity/Q837197,"https://www.wikidata.org/wiki/Q837197#/media/File:Retortillo_de_Soria,_Soria,_España,_2017-05-26,_DD_16.jpg",152,-2.9808333,41.31194439906437
Alojam. Turismo Rural,Casa Rural,2 Estrellas,MERI,Castromonte,,983290569,http://www.wikidata.org/entity/Q1907214,https://www.wikidata.org/wiki/Q1907214#/media/File:Castromonte.jpg,314,-5.0376106,41.77336909906257
Alojam. Turismo Rural,Casa Rural,2 Estrellas,MARYOBELI,Cogeces del Monte,www. turismoruralmaryobeli.com,983699297,http://www.wikidata.org/entity/Q1907192,https://www.wikidata.org/wiki/Q1907192#/media/File:Iglesia_de_Cogeces_del_Monte.jpg,630,-4.318119499999999,41.50891829906357
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LOS ABUELOS,Montemayor de Pililla,www.lacasaruraldelosabuelos.com,983694392,http://www.wikidata.org/entity/Q1651701,https://www.wikidata.org/wiki/Q1651701#/media/File:Fundación_Joaquín_Díaz_-_Iglesia_de_Santa_María_Magdalena_-_Montemayor_de_Pililla_(Valladolid).jpg,856,-4.458035,41.50933299906357
Alojam. Turismo Rural,Casa Rural,2 Estrellas,ANTIGUA CASA DELSINDICATO,Santa Eufemia del Arroyo,,983716107,http://www.wikidata.org/entity/Q1919555,https://www.wikidata.org/wiki/Q1919555#/media/File:Iglesia_Santa_Eufemia_del_Arroyo.jpg,69,-5.2650847,41.895295799062126
Alojam. Turismo Rural,Casa Rural,2 Estrellas,EVAN DE ABAJO II  LA TARAYUELA,Siete Iglesias de Trabancos,www.evandeabajo.es,983481014,http://www.wikidata.org/entity/Q1907055,https://www.wikidata.org/wiki/Q1907055#/media/File:Fundación_Joaquín_Díaz_-_Calle_-_Siete_Iglesias_de_Trabancos_(Valladolid).jpg,432,-5.1833770999999995,41.3521569990642
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA PICONA,Fermoselle,www.lapicona.net,980613401,http://www.wikidata.org/entity/Q744993,https://www.wikidata.org/wiki/Q744993#/media/File:Fermoselle_Vista_20080908_814_retouched.jpg,1128,-6.399119999999999,41.31525999906435
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,PEDRAZALES RURAL 3,Galende,www.pedrazalesrural.es,686725264,http://www.wikidata.org/entity/Q1646379,https://www.wikidata.org/wiki/Q1646379#/media/File:Galende-Zamora-Abril_2004.jpg,973,-6.6684969999999995,42.115143999061395
Alojam. Turismo Rural,Posada,2 Estrellas,LA POSADA DE PEDRAZALES,Galende,www.laposadadepedrazales.com,980626840,http://www.wikidata.org/entity/Q1646379,https://www.wikidata.org/wiki/Q1646379#/media/File:Galende-Zamora-Abril_2004.jpg,973,-6.668844,42.11625599906139
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,PEDRAZALES RURAL 2,Galende,www.pedrazalesrural.es,686725264,http://www.wikidata.org/entity/Q1646379,https://www.wikidata.org/wiki/Q1646379#/media/File:Galende-Zamora-Abril_2004.jpg,973,-6.668351999999999,42.11508099906139
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,PEDRAZALES RURAL 1,Galende,www.pedrazalesrural.es,686725264,http://www.wikidata.org/entity/Q1646379,https://www.wikidata.org/wiki/Q1646379#/media/File:Galende-Zamora-Abril_2004.jpg,973,-6.668192000000001,42.11501999906139
Alojam. Turismo Rural,Casa Rural,2 Estrellas,ARZOBISPO MAYORAL,Molacillos,www.arzobispomayoral.com,980511907,http://www.wikidata.org/entity/Q1765299,https://www.wikidata.org/wiki/Q1765299#/media/File:Un_rebaño_-_Al_fondo_Molacillos_(7221129996)_(cropped).jpg,241,-5.6617456,41.581748299063285
Alojam. Turismo Rural,Casa Rural,2 Estrellas,TÍO BARTOLO,Montamarta,,659132710,http://www.wikidata.org/entity/Q1765337,"https://www.wikidata.org/wiki/Q1765337#/media/File:Montamarta,_provincia_de_Zamora.jpg",558,-5.8041659999999995,41.64749999906304
Alojam. Turismo Rural,Posada,2 Estrellas,DEHESA DE CONGOSTA,Pereruela,www.dehesacongosta.com,980569268,http://www.wikidata.org/entity/Q1769052,https://www.wikidata.org/wiki/Q1769052#/media/File:20110119_S_Román_Infantes.jpg,521,-5.841953000000001,41.46711599906374
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,VILLA CELIA,Puebla de Sanabria,www.casaruralsanabria.es,669568518,http://www.wikidata.org/entity/Q1646385,https://www.wikidata.org/wiki/Q1646385#/media/File:Puebla_de_Sanabria06.jpg,1357,-6.6344959999999995,42.05317629906158
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,MAR ROJO,Requejo,,980622446,http://www.wikidata.org/entity/Q515332,https://www.wikidata.org/wiki/Q515332#/media/File:Requeixo_de_Seabra_desde_a_estación_de_ferrocarril.jpg,130,-6.7427778,42.03083329906166
